adminID;DB_operator_code;DB_operator_name;DB_subnet_name;custom_short_name;custom_long_name;comment
vbbBVB;DPN;Nahreisezug;;;;
vbbBVF;DPN;Nahreisezug;;;;
vbbBVT;DPN;Nahreisezug;;;;
vbbBVU;DPN;Nahreisezug;;;;
vbbCNB;DPN;Nahreisezug;;;;
vbbCNT;DPN;Nahreisezug;;;;
vbbFFB;DPN;Nahreisezug;;;;
vbbFFT;DPN;Nahreisezug;;;;
vbbGLA;DPN;Nahreisezug;;;;
vbbHVG;DPN;Nahreisezug;;;;
vbbMOB;DPN;Nahreisezug;;;;
vbbORP;DPN;Nahreisezug;;;;
vbbOSL;DPN;Nahreisezug;;;;
vbbOVG;DPN;Nahreisezug;;;;
vbbREI;DPN;Nahreisezug;;;;
vbbRPM;DPN;Nahreisezug;;;;
vbbRVS;DPN;Nahreisezug;;;;
vbbSCH;DPN;Nahreisezug;;;;
vbbSRS;DPN;Nahreisezug;;;;
vbbSTE;DPN;Nahreisezug;;;;
vbbSTF;DPN;Nahreisezug;;;;
vbbSTG;DPN;Nahreisezug;;;;
vbbUVG;DPN;Nahreisezug;;;;
vbbVEE;DPN;Nahreisezug;;;;
vbbVIB;DPN;Nahreisezug;;;;
vbbVIF;DPN;Nahreisezug;;;;
vbbVIT;DPN;Nahreisezug;;;;
vbbVTF;DPN;Nahreisezug;;;;
vgb00;DPN;Nahreisezug;;;;
vgm013;DPN;Nahreisezug;;;;
vgm020;DPN;Nahreisezug;;;;
vgm022;DPN;Nahreisezug;;;;
vgm023;DPN;Nahreisezug;;;;
vgm024;DPN;Nahreisezug;;;;
vgm025;DPN;Nahreisezug;;;;
vgm026;DPN;Nahreisezug;;;;
vgm028;DPN;Nahreisezug;;;;
vgm029;DPN;Nahreisezug;;;;
vgm030;DPN;Nahreisezug;;;;
vgm031;DPN;Nahreisezug;;;;
vgm032;DPN;Nahreisezug;;;;
vgm033;DPN;Nahreisezug;;;;
vgm034;DPN;Nahreisezug;;;;
vgm035;DPN;Nahreisezug;;;;
vgm036;DPN;Nahreisezug;;;;
vgm037;DPN;Nahreisezug;;;;
vgm038;DPN;Nahreisezug;;;;
vgm039;DPN;Nahreisezug;;;;
vgm040;DPN;Nahreisezug;;;;
vgm041;DPN;Nahreisezug;;;;
vgm042;DPN;Nahreisezug;;;;
vgm044;DPN;Nahreisezug;;;;
vgm045;DPN;Nahreisezug;;;;
vgm046;DPN;Nahreisezug;;;;
vgm047;DPN;Nahreisezug;;;;
vgm050;DPN;Nahreisezug;;VKU;Verkehrsgesellschaft Kreis Unna mbH;S30,
vgm051;DPN;Nahreisezug;;;;
vgm053;DPN;Nahreisezug;;;;
vgm060;DPN;Nahreisezug;;;;
vgm079;DPN;Nahreisezug;;;;
vgm092;DPN;Nahreisezug;;;;
vgm093;WB;Westfalenbus;;;;
vgm094;DPN;Nahreisezug;;WB;Westfalen Bus GmbH;55,
vgmb93;WB;Westfalenbus;;;;
vgn_16;DPN;Nahreisezug;;;;
vgn043;DPN;Nahreisezug;;;;
vgn061;DPN;Nahreisezug;;;;
vgn063;DPN;Nahreisezug;;Osterrieder;Omnibusunternehmen C. Osterrieder;
vgn065;DPN;Nahreisezug;;;;
vgn068;DPN;Nahreisezug;;;;
vgn083;DPN;Nahreisezug;;;Siegfried Hammon OHG;370,
vgsARG;DPN;Nahreisezug;;;;
vgsBar;DPN;Nahreisezug;;;;
vgsBTV;DPN;Nahreisezug;;;;
vgsKIR;DPN;Nahreisezug;;;;
vgsKVS;DPN;Nahreisezug;;;;
vgsLay;DPN;Nahreisezug;;;;
vgsMLB;DPN;Nahreisezug;;;;
vgsNVG;DPN;Nahreisezug;;;;
vgsSAM;DPN;Nahreisezug;;;;
vgsSBB;DPN;Nahreisezug;;;;
vgsSBS;S;Saarbahn;;;;
vgsVVB;DPN;Nahreisezug;;;;
vgsZar;DPN;Nahreisezug;;;;
vhb000;DPN;Nahreisezug;;;;
vhb002;DPN;Nahreisezug;;;;
vhb003;DPN;Nahreisezug;;;;
vmo004;DPN;Nahreisezug;;;;
vmo008;DPN;Nahreisezug;;;;
vmo010;DPN;Nahreisezug;;;;
vmo012;DPN;Nahreisezug;;;;
vmo050;DPN;Nahreisezug;;;;
vmo099;DPN;Nahreisezug;;;;
vms001;DPN;Nahreisezug;;;;
vms002;DPN;Nahreisezug;;;;
vms010;DPN;Nahreisezug;;;;
vms011;DPN;Nahreisezug;;;;
vms012;DPN;Nahreisezug;;;;
vms014;DPN;Nahreisezug;;;;
vms020;DPN;Nahreisezug;;;;
vms022;DPN;Nahreisezug;;;;
vms023;DPN;Nahreisezug;;;;
vms024;DPN;Nahreisezug;;;;
vms025;DPN;Nahreisezug;;;;
vms031;DPN;Nahreisezug;;;;
vms032;DPN;Nahreisezug;;;;
vms040;DPN;Nahreisezug;;;;
vms041;DPN;Nahreisezug;;;;
vms042;DPN;Nahreisezug;;;;
vms043;DPN;Nahreisezug;;;;
vms044;DPN;Nahreisezug;;;;
vms046;DPN;Nahreisezug;;;;
vms047;DPN;Nahreisezug;;;;
vms051;DPN;Nahreisezug;;;;
vms056;DPN;Nahreisezug;;;;
vms060;DPN;Nahreisezug;;;;
vms061;DPN;Nahreisezug;;;;
vms062;DPN;Nahreisezug;;;;
vms063;DPN;Nahreisezug;;;;
vms064;DPN;Nahreisezug;;;;
vms070;DPN;Nahreisezug;;;;
vms076;DPN;Nahreisezug;;;;
vms077;DPN;Nahreisezug;;;;
vms080;DPN;Nahreisezug;;;;
vms081;DPN;Nahreisezug;;;;
vms099;DPN;Nahreisezug;;;;
voe_12;DPN;Nahreisezug;;;;
voe_SB;DPN;Nahreisezug;;;;
voe002;DPN;Nahreisezug;;;;
voe011;DPN;Nahreisezug;;;;
voe012;DPN;Nahreisezug;;;;
voe013;DPN;Nahreisezug;;;;
voe015;DPN;Nahreisezug;;;;
voe021;DPN;Nahreisezug;;;;
voe022;DPN;Nahreisezug;;;;
voe023;DPN;Nahreisezug;;;;
voe024;DPN;Nahreisezug;;;;
voe027;DPN;Nahreisezug;;;;
voe028;DPN;Nahreisezug;;;;
voe029;DPN;Nahreisezug;;;;
voe081;DPN;Nahreisezug;;;;
voe091;DPN;Nahreisezug;;;;
voeALT;DPN;Nahreisezug;;;;
voeBU3;DPN;Nahreisezug;;;;
voeBU4;DPN;Nahreisezug;;;;
voeFAE;DPN;Nahreisezug;;;;
voeSTR;DPN;Nahreisezug;;;;
voeSWB;DPN;Nahreisezug;;;;
vogBus;DPN;Nahreisezug;;;;
von026;DPN;Nahreisezug;;;;
von027;DPN;Nahreisezug;;;;
von030;DPN;Nahreisezug;;;;
von031;DPN;Nahreisezug;;;;
von032;DPN;Nahreisezug;;;;
von042;DPN;Nahreisezug;;;;
von044;DPN;Nahreisezug;;;;
von052;DPN;Nahreisezug;;;;
von062;DPN;Nahreisezug;;;;
von064;DPN;Nahreisezug;;;;
von065;DPN;Nahreisezug;;;;
von069;DPN;Nahreisezug;;;;
vpeAST;DPN;Nahreisezug;;;;
vpeBus;DPN;Nahreisezug;;;;
vph063;DPN;Nahreisezug;;;;
vph071;DPN;Nahreisezug;;;;
vph072;DPN;Nahreisezug;;;;
vph073;DPN;Nahreisezug;;;;
vph074;DPN;Nahreisezug;;;;
vph075;DPN;Nahreisezug;;;;
vph076;DPN;Nahreisezug;;;;
vph077;DPN;Nahreisezug;;;;
vph078;DPN;Nahreisezug;;;;
vph079;DPN;Nahreisezug;;;;
vph080;DPN;Nahreisezug;;;;
vph081;DPN;Nahreisezug;;;;
vph082;DPN;Nahreisezug;;;;
vpo099;DPN;Nahreisezug;;;;
vrm002;DPN;Nahreisezug;;;;
vrm004;DPN;Nahreisezug;;;;710,720 (bkr-mobility & DB Regio Bus Mitte & Scherer Reisen)?
vrm005;DPN;Nahreisezug;;;;
vrm006;DPN;Nahreisezug;;Griesar Reisen;Griesar Reisen GmbH;419,460,485,
vrm007;DPN;Nahreisezug;;;;
vrm008;DPN;Nahreisezug;;;;
vrm009;DPN;Nahreisezug;;Bischoff-Touristik;Bischoff-Touristik GmbH & Co. KG;128,170,
vrm010;DPN;Nahreisezug;;;;750 (bkr-mobility & Scherer Reisen)?,
vrm011;DPN;Nahreisezug;;;;
vrm012;DPN;Nahreisezug;;Gilles Personenschifffahrt;Personenschifffahrt Gilles GmbH;Ehrenbreitstein - Koblenz (F10)
vrm014;DPN;Nahreisezug;;;;
vrm015;DPN;Nahreisezug;;;;
vrm016;DPN;Nahreisezug;;;;
vrm017;DPN;Nahreisezug;;;;
vrm018;DPN;Nahreisezug;;;Dillschnitter GmbH und Co. KG;150
vrm019;DPN;Nahreisezug;;;Rheinfähre Linz-Kripp GmbH;Remagen - Erpel (F21),Linz - Kripp (F22)
vrm020;DPN;Nahreisezug;;;;
vrm025;DPN;Nahreisezug;;;Fährgemeinschaft Kaub GbR;Kaub - Oberwesel Engelsburg (F51)
vrm031;DPN;Nahreisezug;;koveb;Koblenzer Verkehrsbetriebe GmbH;
vrm032;DPN;Nahreisezug;;Verkehrsbetriebe Mittelrhein;Ahrweiler Verkehrs GmbH;(AWV)
vrm036;DPN;Nahreisezug;;Martin Becker;Martin Becker GmbH & Co. KG;
vrm039;DPN;Nahreisezug;;RSVG;Rhein-Sieg-Verkehrsgesellschaft mbH;176,179,180,
vrm061;DPN;Nahreisezug;;;;
vrm066;DPN;Nahreisezug;;;;
vrm067;DPN;Nahreisezug;;;;
vrm068;DPN;Nahreisezug;;;;
vrm069;DPN;Nahreisezug;;;;
vrm070;DPN;Nahreisezug;;Scherer Reisen;SVG Scherer Verkehrs GmbH;670,681,682,683,688,689,
vrm072;DPN;Nahreisezug;;;;
vrm073;DPN;Nahreisezug;;;;
vrm074;DPN;Nahreisezug;;;;
vrm077;DPN;Nahreisezug;;;;
vrm078;DPN;Nahreisezug;;;KVG Zickenheiner GmbH;
vrm083;DPN;Nahreisezug;;;;
vrm084;DPN;Nahreisezug;;Verkehrsbetriebe Mittelrhein;Verkehrsbetrieb Rhein-Eifel-Mosel GmbH;(VREM)
vrm085;DPN;Nahreisezug;;VRW;Verkehrsbetrieb Rhein-Westerwald GmbH;110,
vrn008;STR;Rhein-Neckar-Verkehr GmbH;;;;
vrn011;STR;Rhein-Neckar-Verkehr GmbH;;;;
vrn016;DPN;Nahreisezug;;;;
vrn017;DPN;Nahreisezug;;;;
vrn018;DPN;Nahreisezug;;;;
vrn019;DPN;Nahreisezug;;;;
vrn020;DPN;Nahreisezug;;;;
vrn022;MNV;MNV Mittelhaardt Nahverkehrsgesellschaft;;;;
vrn023;DPN;Nahreisezug;;;;
vrn025;DPN;Nahreisezug;;;;
vrn026;DPN;Nahreisezug;;;;
vrn027;DPN;Nahreisezug;;;;
vrn028;H&P;Hetzler & Pfadt;;;;
vrn029;DPN;Nahreisezug;;;;
vrn030;DPN;Nahreisezug;;;;
vrn032;PAL;PalatinaBus;;;;
vrn033;DPN;Nahreisezug;;;;
vrn040;DPN;Nahreisezug;;;;
vrn041;DPN;Nahreisezug;;;;
vrn043;DPN;Nahreisezug;;;;
vrn047;DPN;Nahreisezug;;;;
vrn049;DPN;Nahreisezug;;;;
vrn050;QNV;QNV Queichtal Nahverkehr;;;;
vrn051;DPN;Nahreisezug;;;;
vrn053;DPN;Nahreisezug;;;;
vrn057;DPN;Nahreisezug;;;;
vrn058;DPN;Nahreisezug;;;;
vrn059;DPN;Nahreisezug;;;;
vrn062;DPN;Nahreisezug;;;;
vrn068;DPN;Nahreisezug;;;;
vrn073;DPN;Nahreisezug;;;;
vrn074;DPN;Nahreisezug;;;;
vrn076;DPN;Nahreisezug;;;;
vrn078;DPN;Nahreisezug;;;;
vrn079;DPN;Nahreisezug;;;;
vrn080;DPN;Nahreisezug;;;;
vrn081;DPN;Nahreisezug;;;;
vrn082;DPN;Nahreisezug;;;;
vrn083;DPN;Nahreisezug;;;;
vrn095;DPN;Nahreisezug;;;;
vrnOEG;RNV;Rhein-Neckar-Verkehr GmbH (Oberrheinische Eisenbahn);;;;
vrnRHB;RNV;Rhein-Neckar-Verkehr GmbH (Rhein-Haardtbahn);;;;
vrr001;DPN;Nahreisezug;;;;
vrr002;DPN;Nahreisezug;;;;
vrr010;DPN;Nahreisezug;;;;
vrr011;DPN;Nahreisezug;;;;
vrr012;DPN;Nahreisezug;;;;
vrr013;DPN;Nahreisezug;;;;
vrr015;DPN;Nahreisezug;;;;
vrr016;DPN;Nahreisezug;;;Stadtwerke Remscheid GmbH;
vrr018;DPN;Nahreisezug;;;Stadtwerke Solingen GmbH;
vrr020;DPN;Nahreisezug;;DVG;Duisburger Verkehrsgesellschaft AG;U79
vrr021;DPN;Nahreisezug;;;;
vrr023;DPN;Nahreisezug;;;;
vrr025;DPN;Nahreisezug;;;;
vrr029;DPN;Nahreisezug;;;;
vrr030;DPN;Nahreisezug;;;;
vrr031;DPN;Nahreisezug;;;;
vrr032;DPN;Nahreisezug;;;;
vrr033;DPN;Nahreisezug;;;;
vrr034;DPN;Nahreisezug;;;;
vrr035;DPN;Nahreisezug;;;;
vrr036;DPN;Nahreisezug;;DSW21;Dortmunder Stadtwerke AG;U-Bahn
vrr037;DPN;Nahreisezug;;;;
vrr038;DPN;Nahreisezug;;DSW21;Dortmunder Stadtwerke AG;Busse
vrr039;DPN;Nahreisezug;;;;
vrr040;DPN;Nahreisezug;;;;
vrr045;DPN;Nahreisezug;;VER;Verkehrsgesellschaft Ennepe-Ruhr mbH;SB67
vrr050;DPN;Nahreisezug;;;;
vrr060;DPN;Nahreisezug;;;;
vrr064;DPN;Nahreisezug;;WSW;WSW mobil GmbH;Schwebebahn
vrr065;DPN;Nahreisezug;;;;
vrr066;DPN;Nahreisezug;;WSW;WSW mobil GmbH;Busse
vrr070;DPN;Nahreisezug;;Rheinbahn;Rheinbahn AG;U-Bahn
vrr071;DPN;Nahreisezug;;Rheinbahn;Rheinbahn AG;Straßenbahn
vrr072;DPN;Nahreisezug;;Rheinbahn;Rheinbahn AG;Busse
vrr073;DPN;Nahreisezug;;;;
vrr075;DPN;Nahreisezug;;;;
vrr076;DPN;Nahreisezug;;Bahnen Monheim;Bahnen der Stadt Monheim GmbH;791,
vrr077;DPN;Nahreisezug;;;;
vrr080;DPN;Nahreisezug;;;;
vrr088;BVR;Busverkehr Rheinland;Busverkehr Rheinland;BVR;BVR Busverkehr Rheinland GmbH;SB66,882,
vrs001;DPN;Nahreisezug;;KVB;Kölner Verkehrs-Betriebe AG;
vrs003;DPN;Nahreisezug;;wupsi;wupsi GmbH;
vrs006;DPN;Nahreisezug;;SWB;Stadtwerke Bonn Verkehrs GmbH;ohne 66, 67
vrs008;DPN;Nahreisezug;;RSVG;Rhein-Sieg-Verkehrsgesellschaft mbH;
vrs011;DPN;Nahreisezug;;OVAG;Oberbergische Verkehrsgesellschaft mbH;
vrs012;DPN;Nahreisezug;;RVK;Regionalverkehr Köln GmbH;Niederlassung Meckenheim
vrs013;DPN;Nahreisezug;;RVK;Regionalverkehr Köln GmbH;Niederlassung Euskirchen
vrs014;DPN;Nahreisezug;;RVK;Regionalverkehr Köln GmbH;Niederlassung Bergisch Gladbach
vrs016;DPN;Nahreisezug;;RVK;Regionalverkehr Köln GmbH;Niederlassung Wermelskirchen
vrs017;DPN;Nahreisezug;;REVG;Rhein-Erft-Verkehrsgesellschaft mbH;
vrs021;DPN;Nahreisezug;;;;
vrs022;DPN;Nahreisezug;;SVE;Stadtverkehr Euskirchen GmbH;
vrs023;DPN;Nahreisezug;;Stadtwerke Hürth;Stadtwerke Hürth AöR;
vrs024;DPN;Nahreisezug;;Stadtwerke Brühl;Stadtwerke Brühl Verkehrs GmbH;
vrs025;DPN;Nahreisezug;;;;
vrs028;DPN;Nahreisezug;;Schäfer Reisen;Karl Schäfer Omnibusreisen GmbH;
vrs029;DPN;Nahreisezug;;Stadtwerke Wesseling;Stadtwerke Wesseling GmbH;
vrs060;DPN;Nahreisezug;;;;
vrs063;DPN;Nahreisezug;;Bahnen Monheim;Bahnen der Stadt Monheim GmbH;
vrsSWB;DPN;Nahreisezug;;SWB;Stadtwerke Bonn Verkehrs-GmbH;vermutlich? Sind Fahrten mit type UNKNOWN, bisher auf 5, 16, 18, 132 gesehen
vsh001;DPN;Nahreisezug;;;;
vsh010;DPN;Nahreisezug;;;;
vsh020;DPN;Nahreisezug;;;;
vuvab;VU;Verkehrsgesellschaft mbH Untermain;;;;
vvs012;WEG;Württembergische Eisenbahn-Gesellschaft mbH;;;;
vvs020;DPN;Nahreisezug;;;;
vvs021;DPN;Nahreisezug;;;;
vvs030;DPN;Nahreisezug;;;;
vvs031;DPN;Nahreisezug;;;;
vvs033;DPN;Nahreisezug;;;;
vvs034;DPN;Nahreisezug;;;;
vvs035;DPN;Nahreisezug;;;;
vvs041;DPN;Nahreisezug;;;;
vvs050;DPN;Nahreisezug;;;;
vvs051;DPN;Nahreisezug;;;;
vvs052;DPN;Nahreisezug;;;;
vvs055;DPN;Nahreisezug;;;;
vvs077;DPN;Nahreisezug;;;;
vvs078;DPN;Nahreisezug;;;;
vwmBuS;DPN;Nahreisezug;;;;
vwmNAH;DPN;Nahreisezug;;;;
vwmStr;DPN;Nahreisezug;;;;
vwmVLP;DPN;Nahreisezug;;;;
vws003;DPN;Nahreisezug;;;;
vws005;DPN;Nahreisezug;;;;
vws007;DPN;Nahreisezug;;;;
W0;WDR;Wyker Dampfschiffs-Reederei Föhr-Amrum GmbH;;;;
W2;Dab;Daadetalbahn;;;;
W3;WFB;WestfalenBahn;WestfalenBahn;;;
W6;WTB;Wutachtalbahn;;;;
W9;WBA;waldbahn - Die Länderbahn GmbH DLB;;;;
wabBus;DPN;Nahreisezug;;;;
web_AN;DPN;Nahreisezug;;;;
web_HB;DPN;Nahreisezug;;;;
web_OF;DPN;Nahreisezug;;;;
web_OS;DPN;Nahreisezug;;;;
web002;DPN;Nahreisezug;;;;
web005;DPN;Nahreisezug;;;;
web006;DPN;Nahreisezug;;;;
web018;DPN;Nahreisezug;;;;
web019;DPN;Nahreisezug;;;;
webALL;DPN;Nahreisezug;;;;
webAND;DPN;Nahreisezug;;;;
webARE;DPN;Nahreisezug;;;;
webAST;DPN;Nahreisezug;;;;
webBBU;DPN;Nahreisezug;;;;
webBEC;DPN;Nahreisezug;;;;
webBPU;DPN;Nahreisezug;;;;
webBRU;DPN;Nahreisezug;;;;
webBTR;STR;Bremer Straßenbahn AG;;;;
webBVB;DPN;Nahreisezug;;;;
webBVS;DPN;Nahreisezug;;;;
webDEL;DPN;Nahreisezug;;;;
webDHE;DPN;Nahreisezug;;;;
webEDZ;DPN;Nahreisezug;;;;
webEMS;DPN;Nahreisezug;;;;
webEVB;DPN;Nahreisezug;;;;
webFAS;DPN;Nahreisezug;;;;
webFIS;DPN;Nahreisezug;;;;
webFLX;DPN;Nahreisezug;;flexo;Verkehrsbetriebe Bachstein GmbH;flexo Baddeckenstedt
webGEB;DPN;Nahreisezug;;;;
webGER;DPN;Nahreisezug;;;;
webGIE;DPN;Nahreisezug;;;;
webGOE;DPN;Nahreisezug;;;;
webGOS;DPN;Nahreisezug;;;;
webHAR;DPN;Nahreisezug;;;;
webHDK;DPN;Nahreisezug;;;;
webHKR;DPN;Nahreisezug;;;;
webHM;DPN;Nahreisezug;;;;
webHUT;DPN;Nahreisezug;;;;
webHVG;DPN;Nahreisezug;;;;
webJAC;DPN;Nahreisezug;;;;
webjan;DPN;Nahreisezug;;;;
webKAR;DPN;Nahreisezug;;;;
webKBA;DPN;Nahreisezug;;;;
webKRR;DPN;Nahreisezug;;;;
webKVG;DPN;Nahreisezug;;;;
webLSE;DPN;Nahreisezug;;;;
webMEY;DPN;Nahreisezug;;;;
webNIE;DPN;Nahreisezug;;;;
webNOH;DPN;Nahreisezug;;;;
webNOR;DPN;Nahreisezug;;;;
webONS;DPN;Nahreisezug;;;;
webOS1;DPN;Nahreisezug;;;;
webOSV;DPN;Nahreisezug;;;;
webRA1;DPN;Nahreisezug;;;;
webRBG;DPN;Nahreisezug;;;;
webRVH;DPN;Nahreisezug;;;;
webSAL;DPN;Nahreisezug;;;;
webSTO;DPN;Nahreisezug;;;;
webSVG;DPN;Nahreisezug;;;;
webSWE;DPN;Nahreisezug;;;;
webSWH;DPN;Nahreisezug;;;;
webSZG;DPN;Nahreisezug;;;KVG mbH Braunschweig;KVG Mobilitätszentrale Salzgitter (ALT 606)
webTMW;DPN;Nahreisezug;;;;
webUEB;DPN;Nahreisezug;;;;
webUET;STB;üstra Hannoversche Verkehrsbetriebe AG;;;;
webUFF;DPN;Nahreisezug;;;;
webVBB;DPN;Nahreisezug;;;Verkehrsbetriebe Bachstein GmbH;Niederlassung Salzgitter (656, 658, 660)
webVBN;DPN;Nahreisezug;;;;
webVBW;DPN;Nahreisezug;;;;
webVGE;DPN;Nahreisezug;;;;
webVGH;DPN;Nahreisezug;;;;
webVGP;DPN;Nahreisezug;;;;
webVGV;DPN;Nahreisezug;;;;
webVGW;DPN;Nahreisezug;;;;
webVL1;DPN;Nahreisezug;;;;
webVLG;DPN;Nahreisezug;;;;
webVO8;DPN;Nahreisezug;;;;
webVOH;DPN;Nahreisezug;;;;
webVOL;DPN;Nahreisezug;;;;
webVOS;DPN;Nahreisezug;;;;
webVSN;DPN;Nahreisezug;;;;
webVWG;DPN;Nahreisezug;;;;
webWHV;DPN;Nahreisezug;;;;
webWIN;DPN;Nahreisezug;;;;
webWIS;DPN;Nahreisezug;;;;
webWOB;DPN;Nahreisezug;;;;
webWSF;DPN;Nahreisezug;;;;
webXOS;WEB;Weser-Ems-Bus;;;;
webYGO;RBB;Regionalbus Braunschweig GmbH;;;;
webYUE;RBB;Regionalbus Braunschweig GmbH;;;;
webYUZ;DPN;Nahreisezug;;;;
wenBUS;DPN;Nahreisezug;;;Wies Faszinatour GmbH & Co. KG;Stadtverkehr Weiden i.d.Opf. + Überlandlinien 11,12,15,16,30
WL;RB;Kreisbahn Mansfelder Land;;;;
wstwst;DPN;Nahreisezug;;;;
wvvBUS;DPN;Nahreisezug;;;;
wvvSTR;DPN;Nahreisezug;;;;
wzlBus;DPN;Nahreisezug;;;;
X1;erx;erixx;;;;
X2;erx;erixx;erixx - Der Harzsprinter;;;
Y0;SCH;Adler-Schiffe;;;;
Y8;BRB;Bayerische Regiobahn;Bayerische Regiobahn;;;RB68, RB77,
Z8;BZB;Bayerische Zugspitzbahn;;;;
Z9;P;Rhön-Zügle;;;;
zsbteg;DPN;Nahreisezug;;;;
zvv008;DPN;Nahreisezug;;;;
zvv018;DPN;Nahreisezug;;;;
zvv019;DPN;Nahreisezug;;;;
zvv041;DPN;Nahreisezug;;;;

